,starttime,stoptime,start station id,end station id
431,9/1/2015 01:44:13,9/1/2015 01:56:04,3109,3071
432,9/1/2015 01:44:16,9/1/2015 01:50:23,368,328
433,9/1/2015 01:44:38,9/1/2015 01:52:28,468,228
434,9/1/2015 01:45:15,9/1/2015 02:07:27,252,264
435,9/1/2015 01:45:17,9/1/2015 02:07:14,252,264
436,9/1/2015 01:45:20,9/1/2015 02:10:26,116,377
437,9/1/2015 01:46:09,9/1/2015 01:53:36,290,290
438,9/1/2015 01:47:09,9/1/2015 02:02:29,3087,3113
439,9/1/2015 01:47:45,9/1/2015 01:57:38,151,497
440,9/1/2015 01:48:06,9/1/2015 02:04:04,479,479
441,9/1/2015 01:49:00,9/1/2015 02:04:04,479,479
442,9/1/2015 01:49:40,9/1/2015 02:04:06,469,423
443,9/1/2015 01:49:40,9/1/2015 02:03:13,469,423
444,9/1/2015 01:49:45,9/1/2015 02:01:52,383,151
445,9/1/2015 01:52:19,9/1/2015 02:02:22,2003,380
446,9/1/2015 01:52:58,9/1/2015 01:56:31,168,482
447,9/1/2015 01:52:59,9/1/2015 02:16:16,449,300
448,9/1/2015 01:53:11,9/1/2015 02:13:57,517,306
449,9/1/2015 01:53:24,9/1/2015 01:56:43,168,482
450,9/1/2015 01:53:48,9/1/2015 01:56:23,480,495
451,9/1/2015 01:54:43,9/1/2015 02:12:57,433,326
452,9/1/2015 01:54:52,9/1/2015 02:01:18,3047,3047
453,9/1/2015 01:55:28,9/1/2015 01:58:05,281,2006
454,9/1/2015 01:55:50,9/1/2015 02:00:25,536,487
455,9/1/2015 01:56:24,9/1/2015 02:03:26,444,504
456,9/1/2015 01:56:29,9/1/2015 02:06:10,474,325
457,9/1/2015 01:56:42,9/1/2015 02:20:34,474,293
458,9/1/2015 01:56:54,9/1/2015 02:04:04,432,348
459,9/1/2015 01:57:16,9/1/2015 02:05:54,3087,3113
460,9/1/2015 01:57:18,9/1/2015 02:05:08,434,512
461,9/1/2015 01:58:37,9/1/2015 02:22:49,401,3087
462,9/1/2015 01:58:43,9/1/2015 02:22:45,401,3087
463,9/1/2015 01:59:56,9/1/2015 02:11:05,490,440
464,9/1/2015 02:00:06,9/1/2015 02:05:49,301,307
465,9/1/2015 02:00:15,9/1/2015 02:04:51,2006,469
466,9/1/2015 02:00:41,9/1/2015 02:13:10,116,251
467,9/1/2015 02:00:54,9/1/2015 02:16:25,469,450
468,9/1/2015 02:02:02,9/1/2015 02:21:52,137,311
469,9/1/2015 02:02:21,9/1/2015 02:05:20,382,475
470,9/1/2015 02:02:24,9/1/2015 02:14:24,349,161
471,9/1/2015 02:02:55,9/1/2015 02:06:01,382,223
472,9/1/2015 02:03:23,9/1/2015 02:08:35,327,146
473,9/1/2015 02:03:24,9/1/2015 02:16:03,434,449
474,9/1/2015 02:03:40,9/1/2015 02:08:23,327,146
475,9/1/2015 02:05:17,9/1/2015 02:16:52,367,480
476,9/1/2015 02:07:49,9/1/2015 02:32:42,2006,263
477,9/1/2015 02:08:01,9/1/2015 02:25:08,290,3130
478,9/1/2015 02:08:04,9/1/2015 02:26:06,3088,3048
479,9/1/2015 02:08:41,9/1/2015 02:18:56,497,477
480,9/1/2015 02:08:41,9/1/2015 02:21:29,490,281
481,9/1/2015 02:08:43,9/1/2015 02:14:37,488,489
482,9/1/2015 02:09:22,9/1/2015 02:40:31,497,150
483,9/1/2015 02:09:21,9/1/2015 02:19:42,458,442
484,9/1/2015 02:09:27,9/1/2015 02:22:00,446,438
485,9/1/2015 02:09:59,9/1/2015 02:14:06,444,442
486,9/1/2015 02:10:49,9/1/2015 02:19:50,458,442
487,9/1/2015 02:11:08,9/1/2015 02:27:19,3090,3055
488,9/1/2015 02:11:44,9/1/2015 02:16:34,434,489
489,9/1/2015 02:11:58,9/1/2015 02:18:16,461,428
490,9/1/2015 02:12:02,9/1/2015 02:28:41,297,127
491,9/1/2015 02:13:58,9/1/2015 02:18:26,438,483
492,9/1/2015 02:14:12,9/1/2015 02:21:31,458,492
493,9/1/2015 02:15:20,9/1/2015 02:24:19,434,453
494,9/1/2015 02:15:52,9/1/2015 02:22:04,379,402
495,9/1/2015 02:15:55,9/1/2015 02:18:51,264,415
496,9/1/2015 02:16:17,9/1/2015 02:19:31,264,415
497,9/1/2015 02:16:23,9/1/2015 02:25:21,489,116
498,9/1/2015 02:18:16,9/1/2015 02:24:34,250,268
499,9/1/2015 02:18:34,9/1/2015 02:39:25,282,282
500,9/1/2015 02:19:00,9/1/2015 02:20:54,449,450
501,9/1/2015 02:19:57,9/1/2015 02:29:27,461,432
502,9/1/2015 02:21:29,9/1/2015 02:47:15,3088,410
503,9/1/2015 02:21:50,9/1/2015 02:36:34,358,2021
504,9/1/2015 02:22:30,9/1/2015 02:41:25,2021,128
505,9/1/2015 02:22:30,9/1/2015 02:41:56,368,489
506,9/1/2015 02:25:26,9/1/2015 02:31:56,386,360
507,9/1/2015 02:25:54,9/1/2015 02:49:38,263,3115
508,9/1/2015 02:25:56,9/1/2015 02:29:33,386,268
509,9/1/2015 02:26:01,9/1/2015 02:32:00,449,499
510,9/1/2015 02:26:13,9/1/2015 02:30:17,376,386
511,9/1/2015 02:26:13,9/1/2015 02:34:52,320,316
512,9/1/2015 02:27:47,9/1/2015 02:32:00,517,518
513,9/1/2015 02:27:49,9/1/2015 02:31:23,336,254
514,9/1/2015 02:27:55,9/1/2015 02:34:16,455,528
515,9/1/2015 02:29:13,9/1/2015 02:38:11,531,432
516,9/1/2015 02:29:57,9/1/2015 02:44:12,173,293
517,9/1/2015 02:30:02,9/1/2015 02:42:57,3055,3042
518,9/1/2015 02:30:47,9/1/2015 02:37:11,306,331
519,9/1/2015 02:32:12,9/1/2015 02:40:59,504,348
520,9/1/2015 02:32:26,9/1/2015 02:37:08,455,528
521,9/1/2015 02:32:57,9/1/2015 02:42:38,519,492
522,9/1/2015 02:33:07,9/1/2015 02:46:28,173,382
523,9/1/2015 02:33:07,9/1/2015 03:00:08,2000,245
524,9/1/2015 02:33:17,9/1/2015 02:39:54,426,224
525,9/1/2015 02:33:27,9/1/2015 02:39:53,426,224
526,9/1/2015 02:35:00,9/1/2015 02:42:33,229,546
527,9/1/2015 02:35:02,9/1/2015 02:37:50,531,401
528,9/1/2015 02:36:02,9/1/2015 03:00:45,268,3087
529,9/1/2015 02:37:37,9/1/2015 02:46:33,442,520
530,9/1/2015 02:38:16,9/1/2015 05:25:29,312,285
531,9/1/2015 02:39:24,9/1/2015 02:44:00,284,435
532,9/1/2015 02:39:58,9/1/2015 03:01:39,410,296
533,9/1/2015 02:40:00,9/1/2015 02:50:03,146,376
534,9/1/2015 02:40:31,9/1/2015 02:50:10,146,376
535,9/1/2015 02:40:50,9/1/2015 02:45:37,528,461
536,9/1/2015 02:41:32,9/1/2015 02:50:08,3107,3095
537,9/1/2015 02:42:27,9/1/2015 02:44:46,3088,3090
538,9/1/2015 02:43:18,9/1/2015 02:56:14,434,478
539,9/1/2015 02:46:56,9/1/2015 02:49:31,3079,3076
540,9/1/2015 02:47:16,9/1/2015 03:08:50,469,312
541,9/1/2015 02:47:21,9/1/2015 02:53:18,382,151
542,9/1/2015 02:48:12,9/1/2015 02:54:26,433,293
543,9/1/2015 02:48:40,9/1/2015 02:54:27,433,293
544,9/1/2015 02:48:54,9/1/2015 02:55:39,261,143
545,9/1/2015 02:49:29,9/1/2015 02:58:58,327,368
546,9/1/2015 02:50:44,9/1/2015 03:14:03,439,382
547,9/1/2015 02:51:06,9/1/2015 02:55:02,435,284
548,9/1/2015 02:53:52,9/1/2015 02:58:14,519,518
549,9/1/2015 02:54:07,9/1/2015 02:57:06,433,511
550,9/1/2015 02:57:21,9/1/2015 03:02:52,439,368
551,9/1/2015 02:57:28,9/1/2015 03:03:41,438,511
552,9/1/2015 02:58:11,9/1/2015 03:14:35,328,479
553,9/1/2015 02:58:38,9/1/2015 03:03:11,497,116
554,9/1/2015 02:58:56,9/1/2015 03:07:48,223,474
555,9/1/2015 03:00:03,9/1/2015 03:12:18,479,498
556,9/1/2015 03:00:13,9/1/2015 03:11:59,479,498
557,9/1/2015 03:02:05,9/1/2015 03:06:26,473,375
558,9/1/2015 03:02:56,9/1/2015 03:27:13,470,285
559,9/1/2015 03:08:31,9/1/2015 03:10:42,236,432
560,9/1/2015 03:11:39,9/1/2015 03:22:59,251,534
561,9/1/2015 03:11:59,9/1/2015 03:19:19,161,438
562,9/1/2015 03:12:23,9/1/2015 03:20:12,161,236
563,9/1/2015 03:13:42,9/1/2015 03:33:54,295,280
564,9/1/2015 03:15:13,9/1/2015 03:23:53,3066,364
565,9/1/2015 03:15:44,9/1/2015 03:18:23,503,537
566,9/1/2015 03:16:41,9/1/2015 03:19:48,468,513
567,9/1/2015 03:18:11,9/1/2015 03:24:49,499,359
568,9/1/2015 03:19:57,9/1/2015 03:40:13,312,3066
569,9/1/2015 03:20:48,9/1/2015 03:34:49,408,408
570,9/1/2015 03:21:12,9/1/2015 03:29:19,479,513
571,9/1/2015 03:21:46,9/1/2015 03:35:15,281,281
572,9/1/2015 03:23:20,9/1/2015 03:37:19,432,128
573,9/1/2015 03:25:54,9/1/2015 03:47:10,3223,402
574,9/1/2015 03:26:15,9/1/2015 03:33:11,497,394
575,9/1/2015 03:28:30,9/1/2015 03:42:18,434,479
576,9/1/2015 03:29:26,9/1/2015 03:52:47,382,82
577,9/1/2015 03:31:04,9/1/2015 03:45:29,295,314
578,9/1/2015 03:33:59,9/1/2015 03:40:19,380,439
579,9/1/2015 03:34:11,9/1/2015 04:29:04,489,529
580,9/1/2015 03:34:27,9/1/2015 04:28:58,489,529
581,9/1/2015 03:35:35,9/1/2015 03:42:43,128,369
582,9/1/2015 03:35:47,9/1/2015 03:57:00,411,309
583,9/1/2015 03:40:05,9/1/2015 10:26:21,281,529
584,9/1/2015 03:44:15,9/1/2015 05:07:44,477,3066
585,9/1/2015 03:45:13,9/1/2015 05:08:07,477,3066
586,9/1/2015 03:50:03,9/1/2015 04:04:19,3119,3113
587,9/1/2015 03:53:33,9/1/2015 04:11:57,369,514
588,9/1/2015 03:59:02,9/1/2015 04:06:56,477,513
589,9/1/2015 04:01:03,9/1/2015 04:20:02,2009,463
590,9/1/2015 04:01:19,9/1/2015 04:03:45,379,521
591,9/1/2015 04:02:48,9/1/2015 04:07:53,229,336
592,9/1/2015 04:05:06,9/1/2015 04:15:02,212,212
593,9/1/2015 04:06:55,9/1/2015 04:12:22,437,384
594,9/1/2015 04:07:09,9/1/2015 04:12:59,497,466
595,9/1/2015 04:07:39,9/1/2015 04:31:12,317,411
596,9/1/2015 04:09:59,9/1/2015 04:15:33,212,212
597,9/1/2015 04:10:23,9/1/2015 04:40:17,293,331
598,9/1/2015 04:11:31,9/1/2015 04:21:49,323,321
599,9/1/2015 04:12:10,9/1/2015 04:17:23,498,153
600,9/1/2015 04:12:25,9/1/2015 04:18:46,312,348
601,9/1/2015 04:12:57,9/1/2015 04:17:42,353,431
602,9/1/2015 04:13:21,9/1/2015 04:29:02,331,347
603,9/1/2015 04:17:59,9/1/2015 04:26:25,480,465
604,9/1/2015 04:19:09,9/1/2015 04:24:45,251,349
605,9/1/2015 04:19:35,9/1/2015 04:31:30,334,504
606,9/1/2015 04:22:19,9/1/2015 04:26:10,285,326
607,9/1/2015 04:23:44,9/1/2015 04:39:20,438,355
608,9/1/2015 04:25:19,9/1/2015 04:57:00,521,279
609,9/1/2015 04:26:44,9/1/2015 04:38:50,438,355
610,9/1/2015 04:26:59,9/1/2015 04:42:41,447,223
611,9/1/2015 04:27:26,9/1/2015 04:31:51,417,82
612,9/1/2015 04:32:25,9/1/2015 04:40:32,499,495
613,9/1/2015 04:33:00,9/1/2015 04:39:33,478,490
614,9/1/2015 04:33:23,9/1/2015 04:43:17,515,533
615,9/1/2015 04:35:24,9/1/2015 04:43:59,174,522
616,9/1/2015 04:40:58,9/1/2015 04:52:13,455,497
617,9/1/2015 04:41:45,9/1/2015 04:51:18,488,435
618,9/1/2015 04:42:39,9/1/2015 04:45:28,293,252
619,9/1/2015 04:42:41,9/1/2015 04:51:14,546,458
620,9/1/2015 04:42:48,9/1/2015 04:59:34,530,497
621,9/1/2015 04:43:24,9/1/2015 04:57:47,470,309
622,9/1/2015 04:46:40,9/1/2015 05:00:48,521,2012
623,9/1/2015 04:48:10,9/1/2015 05:20:31,475,161
624,9/1/2015 04:48:14,9/1/2015 04:52:42,284,382
625,9/1/2015 04:48:32,9/1/2015 05:00:43,281,352
626,9/1/2015 04:49:09,9/1/2015 04:50:22,264,376
627,9/1/2015 04:49:24,9/1/2015 04:51:23,476,546
628,9/1/2015 04:50:02,9/1/2015 04:57:25,536,440
629,9/1/2015 04:51:53,9/1/2015 04:56:56,546,435
630,9/1/2015 04:55:12,9/1/2015 05:01:36,312,295
631,9/1/2015 04:55:47,9/1/2015 05:18:57,455,459
632,9/1/2015 04:56:21,9/1/2015 17:37:03,450,385
633,9/1/2015 04:57:51,9/1/2015 05:10:08,476,173
634,9/1/2015 04:58:40,9/1/2015 05:12:05,229,493
635,9/1/2015 04:59:46,9/1/2015 05:02:09,483,382
636,9/1/2015 05:02:33,9/1/2015 05:09:34,423,72
637,9/1/2015 05:02:41,9/1/2015 05:26:57,307,3109
638,9/1/2015 05:03:28,9/1/2015 05:07:24,431,353
639,9/1/2015 05:03:47,9/1/2015 05:25:37,366,497
640,9/1/2015 05:03:58,9/1/2015 05:29:50,439,462
641,9/1/2015 05:04:05,9/1/2015 05:09:26,537,453
642,9/1/2015 05:05:11,9/1/2015 05:06:17,284,284
643,9/1/2015 05:06:52,9/1/2015 05:20:07,284,533
644,9/1/2015 05:08:20,9/1/2015 05:19:12,228,466
645,9/1/2015 05:09:25,9/1/2015 05:18:57,405,426
646,9/1/2015 05:10:01,9/1/2015 05:18:20,439,476
647,9/1/2015 05:10:05,9/1/2015 05:24:33,295,383
648,9/1/2015 05:11:03,9/1/2015 05:18:12,492,520
649,9/1/2015 05:11:20,9/1/2015 05:20:07,410,438
650,9/1/2015 05:11:24,9/1/2015 05:21:25,340,351
651,9/1/2015 05:11:32,9/1/2015 05:13:25,438,293
652,9/1/2015 05:11:41,9/1/2015 05:19:10,368,435
653,9/1/2015 05:12:02,9/1/2015 05:18:47,383,491
654,9/1/2015 05:12:51,9/1/2015 05:50:27,128,495
655,9/1/2015 05:12:54,9/1/2015 05:31:14,461,358
656,9/1/2015 05:13:10,9/1/2015 05:21:49,236,307
657,9/1/2015 05:13:40,9/1/2015 05:28:41,531,521
658,9/1/2015 05:14:14,9/1/2015 05:33:22,487,72
659,9/1/2015 05:14:42,9/1/2015 05:39:02,500,459
660,9/1/2015 05:14:54,9/1/2015 05:17:43,351,306
661,9/1/2015 05:15:46,9/1/2015 05:23:05,521,491
662,9/1/2015 05:16:31,9/1/2015 05:30:30,435,284
663,9/1/2015 05:17:44,9/1/2015 05:22:01,492,444
664,9/1/2015 05:17:50,9/1/2015 05:36:14,498,394
665,9/1/2015 05:18:07,9/1/2015 05:32:43,317,2012
666,9/1/2015 05:18:17,9/1/2015 05:29:03,128,195
667,9/1/2015 05:18:53,9/1/2015 05:32:15,305,465
668,9/1/2015 05:18:55,9/1/2015 05:26:59,489,267
669,9/1/2015 05:20:24,9/1/2015 05:37:53,466,426
670,9/1/2015 05:20:54,9/1/2015 06:43:09,488,488
671,9/1/2015 05:21:19,9/1/2015 05:40:19,352,305
672,9/1/2015 05:21:20,9/1/2015 05:34:17,470,447
673,9/1/2015 05:21:39,9/1/2015 05:34:26,261,330
674,9/1/2015 05:21:52,9/1/2015 06:58:31,488,488
675,9/1/2015 05:22:04,9/1/2015 05:30:33,393,347
676,9/1/2015 05:22:14,9/1/2015 06:44:23,488,488
677,9/1/2015 05:22:20,9/1/2015 05:46:11,546,327
678,9/1/2015 05:22:24,9/1/2015 05:33:01,305,72
679,9/1/2015 05:22:37,9/1/2015 07:08:30,488,488
680,9/1/2015 05:24:42,9/1/2015 05:27:08,509,334
681,9/1/2015 05:25:18,9/1/2015 05:32:41,545,455
682,9/1/2015 05:25:23,9/1/2015 05:31:09,458,334
683,9/1/2015 05:25:38,9/1/2015 05:35:10,478,519
684,9/1/2015 05:25:39,9/1/2015 05:35:13,491,522
685,9/1/2015 05:25:56,9/1/2015 05:43:43,410,519
686,9/1/2015 05:26:01,9/1/2015 05:31:45,238,470
687,9/1/2015 05:26:16,9/1/2015 05:32:15,489,446
688,9/1/2015 05:26:26,9/1/2015 05:39:50,297,479
689,9/1/2015 05:26:39,9/1/2015 05:34:09,448,505
690,9/1/2015 05:26:45,9/1/2015 05:44:43,164,459
691,9/1/2015 05:26:56,9/1/2015 05:35:19,528,402
692,9/1/2015 05:27:15,9/1/2015 05:32:02,3047,3056
693,9/1/2015 05:27:24,9/1/2015 05:31:52,487,536
694,9/1/2015 05:27:36,9/1/2015 05:35:38,477,522
695,9/1/2015 05:27:48,9/1/2015 05:31:46,509,435
696,9/1/2015 05:27:56,9/1/2015 05:32:00,376,534
697,9/1/2015 05:28:16,9/1/2015 05:39:28,454,533
698,9/1/2015 05:28:17,9/1/2015 05:30:40,450,479
699,9/1/2015 05:28:20,9/1/2015 05:30:43,363,3002
700,9/1/2015 05:28:25,9/1/2015 05:39:26,312,417
701,9/1/2015 05:28:34,9/1/2015 05:32:53,512,453
702,9/1/2015 05:28:53,9/1/2015 05:48:16,164,238
703,9/1/2015 05:28:56,9/1/2015 05:40:33,477,493
704,9/1/2015 05:28:59,9/1/2015 05:32:42,254,285
705,9/1/2015 05:29:09,9/1/2015 05:49:50,265,366
706,9/1/2015 05:29:29,9/1/2015 05:36:14,477,546
707,9/1/2015 05:30:11,9/1/2015 05:41:10,434,329
708,9/1/2015 05:30:13,9/1/2015 05:41:32,477,444
709,9/1/2015 05:30:16,9/1/2015 05:55:19,530,151
710,9/1/2015 05:30:31,9/1/2015 05:39:23,295,417
711,9/1/2015 05:31:03,9/1/2015 05:40:07,295,417
712,9/1/2015 05:31:07,9/1/2015 05:39:19,492,167
713,9/1/2015 05:31:10,9/1/2015 05:35:20,521,458
714,9/1/2015 05:31:09,9/1/2015 05:41:58,495,459
715,9/1/2015 05:31:12,9/1/2015 05:41:31,340,439
716,9/1/2015 05:31:17,9/1/2015 05:47:54,325,223
717,9/1/2015 05:31:32,9/1/2015 05:40:52,379,297
718,9/1/2015 05:32:09,9/1/2015 05:42:34,514,499
719,9/1/2015 05:32:19,9/1/2015 05:38:37,518,318
720,9/1/2015 05:32:23,9/1/2015 05:50:43,291,536
721,9/1/2015 05:32:26,9/1/2015 05:38:27,521,459
722,9/1/2015 05:32:26,9/1/2015 05:38:21,490,485
723,9/1/2015 05:32:25,9/1/2015 05:36:35,3110,3104
724,9/1/2015 05:32:28,9/1/2015 05:39:45,521,153
725,9/1/2015 05:32:44,9/1/2015 05:43:18,301,251
726,9/1/2015 05:32:52,9/1/2015 05:44:30,499,494
727,9/1/2015 05:33:05,9/1/2015 05:42:26,447,486
728,9/1/2015 05:33:17,9/1/2015 05:38:43,450,465
729,9/1/2015 05:33:38,9/1/2015 05:44:18,127,435
730,9/1/2015 05:33:39,9/1/2015 05:36:21,521,494
731,9/1/2015 05:34:03,9/1/2015 05:48:39,150,116
732,9/1/2015 05:34:36,9/1/2015 05:46:01,348,536
733,9/1/2015 05:34:41,9/1/2015 05:44:04,363,329
734,9/1/2015 05:34:43,9/1/2015 05:56:11,521,457
735,9/1/2015 05:35:02,9/1/2015 05:41:17,488,458
736,9/1/2015 05:35:07,9/1/2015 06:02:20,329,329
737,9/1/2015 05:35:34,9/1/2015 05:50:42,3094,3119
738,9/1/2015 05:35:36,9/1/2015 05:56:45,467,309
739,9/1/2015 05:35:40,9/1/2015 05:45:45,438,474
740,9/1/2015 05:35:43,9/1/2015 05:37:46,236,293
741,9/1/2015 05:35:46,9/1/2015 05:39:23,329,417
742,9/1/2015 05:35:58,9/1/2015 05:44:07,438,285
743,9/1/2015 05:36:02,9/1/2015 05:45:05,492,318
744,9/1/2015 05:36:04,9/1/2015 05:47:53,502,280
745,9/1/2015 05:36:47,9/1/2015 05:42:22,364,241
746,9/1/2015 05:37:33,9/1/2015 05:42:08,453,442
747,9/1/2015 05:38:08,9/1/2015 05:41:35,529,173
748,9/1/2015 05:38:10,9/1/2015 05:46:15,151,147
749,9/1/2015 05:38:14,9/1/2015 05:42:00,147,329
750,9/1/2015 05:38:20,9/1/2015 05:55:30,518,459
751,9/1/2015 05:38:28,9/1/2015 05:49:54,445,358
752,9/1/2015 05:38:35,9/1/2015 05:49:11,507,465
753,9/1/2015 05:38:41,9/1/2015 05:46:57,128,330
754,9/1/2015 05:38:47,9/1/2015 05:43:08,492,153
755,9/1/2015 05:38:47,9/1/2015 05:44:42,237,497
756,9/1/2015 05:38:56,9/1/2015 05:45:43,224,2004
757,9/1/2015 05:38:59,9/1/2015 05:43:13,72,478
758,9/1/2015 05:39:02,9/1/2015 05:48:03,483,284
759,9/1/2015 05:39:01,9/1/2015 05:50:35,502,152
760,9/1/2015 05:39:28,9/1/2015 05:48:15,483,284
761,9/1/2015 05:39:54,9/1/2015 05:41:27,487,487
762,9/1/2015 05:40:11,9/1/2015 06:00:00,394,195
763,9/1/2015 05:40:25,9/1/2015 05:44:05,453,459
764,9/1/2015 05:40:26,9/1/2015 05:45:55,281,499
765,9/1/2015 05:40:54,9/1/2015 05:53:10,432,474
766,9/1/2015 05:41:01,9/1/2015 05:53:00,147,146
767,9/1/2015 05:41:34,9/1/2015 06:03:44,477,2012
768,9/1/2015 05:41:40,9/1/2015 05:50:46,487,518
769,9/1/2015 05:41:46,9/1/2015 06:13:01,261,465
770,9/1/2015 05:41:50,9/1/2015 05:46:26,479,490
771,9/1/2015 05:41:51,9/1/2015 05:50:10,385,137
772,9/1/2015 05:41:55,9/1/2015 05:49:56,450,508
773,9/1/2015 05:42:07,9/1/2015 05:51:52,383,327
774,9/1/2015 05:42:15,9/1/2015 05:50:24,457,359
775,9/1/2015 05:42:21,9/1/2015 05:48:24,470,442
776,9/1/2015 05:42:27,9/1/2015 05:56:34,432,485
777,9/1/2015 05:42:35,9/1/2015 05:46:47,363,327
778,9/1/2015 05:42:47,9/1/2015 05:48:55,151,347
779,9/1/2015 05:42:50,9/1/2015 05:46:22,376,309
780,9/1/2015 05:42:54,9/1/2015 06:00:29,300,173
781,9/1/2015 05:43:14,9/1/2015 05:48:46,300,497
782,9/1/2015 05:43:31,9/1/2015 05:53:54,290,461
783,9/1/2015 05:43:34,9/1/2015 05:53:25,492,455
784,9/1/2015 05:43:44,9/1/2015 05:52:57,492,520
785,9/1/2015 05:43:45,9/1/2015 05:50:45,446,285
786,9/1/2015 05:44:05,9/1/2015 05:48:01,521,523
787,9/1/2015 05:44:13,9/1/2015 05:52:26,403,536
788,9/1/2015 05:44:23,9/1/2015 05:49:37,521,493
789,9/1/2015 05:44:26,9/1/2015 06:07:05,366,253
790,9/1/2015 05:44:42,9/1/2015 05:48:09,360,417
791,9/1/2015 05:44:50,9/1/2015 05:49:56,2008,363
792,9/1/2015 05:44:52,9/1/2015 06:11:35,521,259
793,9/1/2015 05:44:54,9/1/2015 05:50:53,521,458
794,9/1/2015 05:45:15,9/1/2015 05:51:13,465,446
795,9/1/2015 05:45:20,9/1/2015 05:48:05,146,309
796,9/1/2015 05:45:21,9/1/2015 05:52:02,442,212
797,9/1/2015 05:45:24,9/1/2015 05:55:07,477,528
798,9/1/2015 05:45:26,9/1/2015 05:54:21,519,335
799,9/1/2015 05:45:29,9/1/2015 05:52:41,521,491
800,9/1/2015 05:45:31,9/1/2015 05:57:19,290,293
801,9/1/2015 05:45:40,9/1/2015 05:57:26,521,359
802,9/1/2015 05:45:43,9/1/2015 05:48:32,306,351
803,9/1/2015 05:46:00,9/1/2015 05:55:46,448,450
804,9/1/2015 05:46:01,9/1/2015 05:52:13,487,536
805,9/1/2015 05:46:07,9/1/2015 05:53:35,318,523
806,9/1/2015 05:46:14,9/1/2015 05:52:02,495,465
807,9/1/2015 05:46:14,9/1/2015 05:54:47,488,160
808,9/1/2015 05:46:15,9/1/2015 05:53:12,529,520
809,9/1/2015 05:46:19,9/1/2015 05:58:51,422,359
810,9/1/2015 05:46:17,9/1/2015 05:51:38,318,137
811,9/1/2015 05:46:18,9/1/2015 05:56:41,485,281
812,9/1/2015 05:46:30,9/1/2015 05:51:16,446,489
813,9/1/2015 05:46:37,9/1/2015 05:56:50,510,476
814,9/1/2015 05:46:38,9/1/2015 05:53:43,274,143
815,9/1/2015 05:46:46,9/1/2015 05:55:14,300,474
816,9/1/2015 05:46:49,9/1/2015 05:48:29,380,358
817,9/1/2015 05:46:54,9/1/2015 05:53:09,529,522
818,9/1/2015 05:47:04,9/1/2015 06:08:29,539,360
819,9/1/2015 05:47:06,9/1/2015 05:49:33,447,510
820,9/1/2015 05:47:21,9/1/2015 05:52:55,264,152
821,9/1/2015 05:47:25,9/1/2015 05:50:05,305,522
822,9/1/2015 05:47:36,9/1/2015 05:59:16,519,435
823,9/1/2015 05:47:51,9/1/2015 06:01:57,401,546
824,9/1/2015 05:48:17,9/1/2015 05:55:52,477,469
825,9/1/2015 05:48:19,9/1/2015 05:52:21,477,493
826,9/1/2015 05:48:20,9/1/2015 05:51:35,325,483
827,9/1/2015 05:48:24,9/1/2015 05:53:55,483,223
828,9/1/2015 05:48:28,9/1/2015 06:05:33,261,491
829,9/1/2015 05:48:29,9/1/2015 05:52:21,264,417
830,9/1/2015 05:48:51,9/1/2015 05:59:32,529,352
831,9/1/2015 05:48:52,9/1/2015 05:55:59,439,253
832,9/1/2015 05:48:57,9/1/2015 05:54:08,3076,3087
833,9/1/2015 05:49:06,9/1/2015 05:57:59,358,459
834,9/1/2015 05:49:18,9/1/2015 05:55:44,2022,228
835,9/1/2015 05:49:34,9/1/2015 05:54:04,290,456
836,9/1/2015 05:49:43,9/1/2015 05:58:21,418,241
837,9/1/2015 05:49:47,9/1/2015 05:55:45,462,521
838,9/1/2015 05:49:51,9/1/2015 05:58:10,300,486
839,9/1/2015 05:50:03,9/1/2015 05:57:07,357,466
840,9/1/2015 05:50:22,9/1/2015 06:00:55,263,382
841,9/1/2015 05:50:31,9/1/2015 05:55:32,529,510
842,9/1/2015 05:50:34,9/1/2015 05:57:45,519,486
843,9/1/2015 05:50:55,9/1/2015 06:19:36,394,279
844,9/1/2015 05:51:09,9/1/2015 05:59:25,441,173
845,9/1/2015 05:51:18,9/1/2015 06:02:10,387,376
846,9/1/2015 05:51:22,9/1/2015 05:57:38,529,513
847,9/1/2015 05:51:27,9/1/2015 06:05:25,529,290
848,9/1/2015 05:51:33,9/1/2015 06:02:20,477,441
849,9/1/2015 05:51:33,9/1/2015 05:56:44,388,466
850,9/1/2015 05:51:41,9/1/2015 06:14:56,519,426
851,9/1/2015 05:51:46,9/1/2015 05:58:57,279,329
852,9/1/2015 05:51:52,9/1/2015 05:56:43,504,2012
853,9/1/2015 05:51:58,9/1/2015 05:58:25,399,324
854,9/1/2015 05:52:03,9/1/2015 05:58:16,3002,329
855,9/1/2015 05:52:10,9/1/2015 05:57:21,515,490
856,9/1/2015 05:52:11,9/1/2015 05:59:52,502,295
857,9/1/2015 05:52:15,9/1/2015 06:07:16,477,2022
858,9/1/2015 05:52:18,9/1/2015 06:00:23,507,519
859,9/1/2015 05:52:19,9/1/2015 05:57:01,382,168
860,9/1/2015 05:52:20,9/1/2015 05:58:58,497,545
861,9/1/2015 05:52:35,9/1/2015 06:06:08,435,173
862,9/1/2015 05:52:45,9/1/2015 06:04:06,477,546
863,9/1/2015 05:52:48,9/1/2015 06:03:05,511,497
864,9/1/2015 05:52:50,9/1/2015 05:59:40,470,470
865,9/1/2015 05:53:19,9/1/2015 05:58:05,512,459
